Price,Year
520000,18/03/17
360000,18/03/17
793000,18/03/17
,18/03/17
,18/03/17
980000,18/11/17
495000,18/11/17
807000,18/11/17
1550000,18/11/17
465000,18/11/17
1205000,18/11/17
1440000,18/11/17
1210000,18/11/17
1325000,18/11/17
965000,18/11/17
1825000,18/11/17
881000,18/11/17
1068000,18/11/17
990000,18/11/17
2330000,18/11/17
2010000,18/11/17
1010000,18/11/17
1320000,18/11/17
4050000,18/11/17
,18/11/17
3160000,18/11/17
875000,18/11/17
677000,18/11/17
1500000,18/11/17
925000,18/11/17
1817500,18/11/17
,18/11/17
1190000,18/11/17
1395000,18/11/17
1370000,18/11/17
1250000,18/11/17
890000,18/11/17
700000,18/11/17
1260000,18/11/17
,18/11/17
1300000,18/11/17
1085000,18/11/17
1640000,18/11/17
1305000,18/11/17
,18/11/17
560000,18/11/17
790000,18/11/17
,18/11/17
,18/11/17
1300500,18/11/17
1065000,18/11/17
,18/11/17
,18/11/17
772000,18/11/17
750000,18/11/17
1635000,18/11/17
820000,18/11/17
760000,18/11/17
650000,18/11/17
,18/11/17
1085000,18/11/17
1060000,18/11/17
2550000,18/11/17
2530000,18/11/17
3210000,18/11/17
3320000,18/11/17
,18/11/17
2370000,18/11/17
575000,18/11/17
320000,18/11/17
682500,18/11/17
1470000,18/11/17
1895000,18/11/17
690000,18/11/17
420000,18/11/17
1336500,18/11/17
665000,18/11/17
,18/11/17
1748000,18/11/17
1225000,18/11/17
1430000,18/11/17
800000,18/11/17
820500,18/11/17
855000,18/11/17
910000,18/11/17
1300000,18/11/17
556000,18/11/17
1300000,18/11/17
1890000,18/11/17
668000,18/11/17
3230000,18/11/17
4125000,18/11/17
,18/11/17
980000,18/11/17
560000,18/11/17
,18/11/17
630000,18/11/17
,18/11/17
756000,18/11/17
501000,18/11/17
946000,18/11/17
535000,18/11/17
1495000,18/11/17
1205000,18/11/17
1163000,18/11/17
881000,18/11/17
942500,18/11/17
1600000,18/11/17
,18/11/17
1380000,18/11/17
1631000,18/11/17
770000,18/11/17
975000,18/11/17
1151000,18/11/17
935000,18/11/17
870000,18/11/17
735000,18/11/17
630000,18/11/17
1460000,18/11/17
600000,18/11/17
468000,18/11/17
616000,18/11/17
583000,18/11/17
513000,18/11/17
600000,18/11/17
470000,18/11/17
585000,18/11/17
665000,18/11/17
615000,18/11/17
965000,18/11/17
995000,18/11/17
1040000,18/11/17
850000,18/11/17
452000,18/11/17
446000,18/11/17
505500,18/11/17
687000,18/11/17
723000,18/11/17
680000,18/11/17
,18/11/17
1105000,18/11/17
,18/11/17
780000,18/11/17
865000,18/11/17
1927000,18/11/17
1325000,18/11/17
1440000,18/11/17
570000,18/11/17
600000,18/11/17
1288000,18/11/17
1000000,18/11/17
777500,18/11/17
942000,18/11/17
475000,18/11/17
820000,18/11/17
322000,18/11/17
1110000,18/11/17
1560000,18/11/17
2455000,18/11/17
1275000,18/11/17
820000,18/11/17
1655000,18/11/17
1225000,18/11/17
830000,18/11/17
542000,18/11/17
725000,18/11/17
1370000,18/11/17
2630000,18/11/17
,18/11/17
1450000,18/11/17
782000,18/11/17
1175000,18/11/17
1420000,18/11/17
890000,18/11/17
1015000,18/11/17
610000,18/11/17
737500,18/11/17
686000,18/11/17
590000,18/11/17
651000,18/11/17
1845000,18/11/17
1150000,18/11/17
2412000,18/11/17
2001000,18/11/17
1670000,18/11/17
2380000,18/11/17
1150000,18/11/17
2202000,18/11/17
1605000,18/11/17
1000000,18/11/17
1030000,18/11/17
1171000,18/11/17
611000,18/11/17
512000,18/11/17
530000,18/11/17
750000,18/11/17
743000,18/11/17
500000,18/11/17
1221000,18/11/17
905000,18/11/17
715000,18/11/17
1210000,18/11/17
940000,18/11/17
,18/11/17
2390000,18/11/17
1081000,18/11/17
1900000,18/11/17
2610000,18/11/17
1320000,18/11/17
491000,18/11/17
2615000,18/11/17
1500000,18/11/17
,18/11/17
3525500,18/11/17
,18/11/17
2735000,18/11/17
1870000,18/11/17
991000,18/11/17
830000,18/11/17
1540000,18/11/17
770000,18/11/17
660500,18/11/17
645000,18/11/17
,18/11/17
655000,18/11/17
645000,18/11/17
693000,18/11/17
660000,18/11/17
595000,18/11/17
1611000,18/11/17
620000,18/11/17
2365000,18/11/17
605000,18/11/17
500000,18/11/17
625000,18/11/17
685000,18/11/17
730000,18/11/17
855000,18/11/17
799000,18/11/17
1170000,18/11/17
939000,18/11/17
605000,18/11/17
1625000,18/11/17
3276000,18/11/17
1880000,18/11/17
675000,18/11/17
794000,18/11/17
809000,18/11/17
646000,18/11/17
905000,18/11/17
591000,18/11/17
663500,18/11/17
985000,18/11/17
756000,18/11/17
910000,18/11/17
802000,18/11/17
2700000,18/11/17
3500000,18/11/17
610000,18/11/17
,18/11/17
580000,18/11/17
1235000,18/11/17
1735000,18/11/17
1880000,18/11/17
1156000,18/11/17
1600000,18/11/17
347500,18/11/17
844000,18/11/17
416000,18/11/17
1350000,18/11/17
667000,18/11/17
620000,18/11/17
617500,18/11/17
700000,18/11/17
645000,18/11/17
487500,18/11/17
690000,18/11/17
750000,18/11/17
1080000,18/11/17
635000,18/11/17
830000,18/11/17
2150000,18/11/17
880000,18/11/17
925000,18/11/17
2510000,18/11/17
456000,18/11/17
1522000,18/11/17
1254500,18/11/17
417000,18/11/17
1005000,18/11/17
722000,18/11/17
1035000,18/11/17
806500,18/11/17
1461500,18/11/17
1411000,18/11/17
1350000,18/11/17
1831000,18/11/17
917000,18/11/17
1150000,18/11/17
1061000,18/11/17
2480000,18/11/17
1193000,18/11/17
1581000,18/11/17
1245000,18/11/17
976000,18/11/17
945000,18/11/17
571000,18/11/17
760000,18/11/17
725000,18/11/17
485000,18/11/17
1122000,18/11/17
1225000,18/11/17
,18/11/17
1200000,18/11/17
1406000,18/11/17
810000,18/11/17
879000,18/11/17
1330000,18/11/17
861080,18/11/17
615000,18/11/17
,18/11/17
,18/11/17
284000,18/11/17
,18/11/17
960000,18/11/17
840000,18/11/17
812500,18/11/17
605000,18/11/17
760000,18/11/17
587000,18/11/17
657700,18/11/17
580000,18/11/17
721000,18/11/17
789650,18/11/17
2852000,18/11/17
1450000,18/11/17
,18/11/17
1753000,18/11/17
1852500,18/11/17
427000,18/11/17
,18/11/17
,18/11/17
,18/11/17
,18/11/17
967500,18/11/17
1265000,18/11/17
,18/11/17
1630000,18/11/17
777500,18/11/17
883000,18/11/17
645000,18/11/17
740000,18/11/17
876000,18/11/17
701000,18/11/17
1391000,18/11/17
,18/11/17
2080000,18/11/17
1339000,18/11/17
455000,18/11/17
692500,18/11/17
670000,18/11/17
1185000,18/11/17
845000,18/11/17
1025000,18/11/17
1175000,18/11/17
763000,18/11/17
1131000,18/11/17
672000,18/11/17
590000,18/11/17
,18/11/17
1064000,18/11/17
1140000,18/11/17
830000,18/11/17
1675000,18/11/17
,18/11/17
790000,18/11/17
1319000,18/11/17
870000,18/11/17
1820000,18/11/17
600000,18/11/17
692000,18/11/17
920000,18/11/17
662000,18/11/17
752000,18/11/17
572000,18/11/17
1950000,18/11/17
835000,18/11/17
3075000,18/11/17
608000,18/11/17
860000,18/11/17
560000,18/11/17
697000,18/11/17
635000,18/11/17
595000,18/11/17
706000,18/11/17
1850000,18/11/17
975000,18/11/17
1535000,18/11/17
825000,18/11/17
1310000,18/11/17
1075000,18/11/17
541000,18/11/17
465000,18/11/17
437000,18/11/17
415000,18/11/17
593000,18/11/17
623000,18/11/17
650000,18/11/17
785000,18/11/17
1254000,18/11/17
780000,18/11/17
1100000,18/11/17
990000,18/11/17
750000,18/11/17
637000,18/11/17
495000,18/11/17
1315000,18/11/17
735000,18/11/17
670000,18/11/17
577000,18/11/17
2560500,18/11/17
,18/11/17
1376000,18/11/17
682000,18/11/17
788000,18/11/17
665000,18/11/17
735000,18/11/17
1692000,18/11/17
1230000,18/11/17
850000,18/11/17
1005000,18/11/17
315000,18/11/17
735500,18/11/17
,18/11/17
1840000,18/11/17
,18/11/17
830000,18/11/17
2000000,18/11/17
731000,18/11/17
686000,18/11/17
1500000,18/11/17
616000,18/11/17
1160000,18/11/17
852000,18/11/17
1107000,18/11/17
2200000,18/11/17
695000,18/11/17
825000,18/11/17
521000,18/11/17
615000,18/11/17
545000,18/11/17
480500,18/11/17
478000,18/11/17
495000,18/11/17
460000,18/11/17
1250000,18/11/17
878000,18/11/17
572000,18/11/17
525000,18/11/17
1150000,18/11/17
1222000,18/11/17
591000,18/11/17
1615000,18/11/17
628000,18/11/17
1270000,18/11/17
1820000,18/11/17
516000,18/11/17
371000,18/11/17
,18/11/17
1006000,18/11/17
907000,18/11/17
995000,18/11/17
1390000,18/11/17
1001000,19/08/17
730000,19/08/17
590000,19/08/17
506000,19/08/17
502000,19/08/17
2550000,19/08/17
341000,19/08/17
901000,19/08/17
1201000,19/08/17
750000,19/08/17
1460000,19/08/17
1726000,19/08/17
692500,19/08/17
,19/08/17
1920000,19/08/17
1575000,19/08/17
1362000,19/08/17
950000,19/08/17
,19/08/17
2115000,19/08/17
2562000,19/08/17
2200000,19/08/17
2400000,19/08/17
2321000,19/08/17
1890000,19/08/17
1740000,19/08/17
1895000,19/08/17
,19/08/17
870000,19/08/17
1115000,19/08/17
1230000,19/08/17
1165000,19/08/17
690000,19/08/17
1595000,19/08/17
730000,19/08/17
799000,19/08/17
881000,19/08/17
1300000,19/08/17
1000000,19/08/17
880000,19/08/17
625000,19/08/17
2020000,19/08/17
2020000,19/08/17
2770000,19/08/17
1740000,19/08/17
,19/08/17
1300000,19/08/17
637000,19/08/17
431000,19/08/17
582000,19/08/17
1335000,19/08/17
625000,19/08/17
568000,19/08/17
1315000,19/08/17
505000,19/08/17
695000,19/08/17
905000,19/08/17
320000,19/08/17
910000,19/08/17
1450000,19/08/17
1230000,19/08/17
1240000,19/08/17
1020000,19/08/17
1234000,19/08/17
1588000,19/08/17
905000,19/08/17
956000,19/08/17
1540000,19/08/17
1077000,19/08/17
732500,19/08/17
700000,19/08/17
682500,19/08/17
1160000,19/08/17
1390000,19/08/17
1259000,19/08/17
1230000,19/08/17
883300,19/08/17
790000,19/08/17
753000,19/08/17
1890000,19/08/17
1457500,19/08/17
1330000,19/08/17
1310000,19/08/17
3900000,19/08/17
880000,19/08/17
1070000,19/08/17
1085000,19/08/17
1010000,19/08/17
864000,19/08/17
550000,19/08/17
477000,19/08/17
582500,19/08/17
358000,19/08/17
523000,19/08/17
485000,19/08/17
632000,19/08/17
545000,19/08/17
1152000,19/08/17
475000,19/08/17
789000,19/08/17
635000,19/08/17
740000,19/08/17
871000,19/08/17
430000,19/08/17
1410000,19/08/17
,19/08/17
1408000,19/08/17
988000,19/08/17
472000,19/08/17
457000,19/08/17
451000,19/08/17
,19/08/17
1925000,19/08/17
330000,19/08/17
2105000,19/08/17
,19/08/17
,19/08/17
901000,19/08/17
1115000,19/08/17
521000,19/08/17
1380000,19/08/17
600000,19/08/17
631000,19/08/17
678000,19/08/17
681000,19/08/17
485000,19/08/17
491000,19/08/17
1600000,19/08/17
2053000,19/08/17
1280000,19/08/17
874000,19/08/17
770000,19/08/17
673000,19/08/17
875000,19/08/17
,19/08/17
,19/08/17
2478000,19/08/17
1490000,19/08/17
,19/08/17
1017500,19/08/17
1320000,19/08/17
976000,19/08/17
690000,19/08/17
708000,19/08/17
583000,19/08/17
1307500,19/08/17
552000,19/08/17
1310000,19/08/17
1285000,19/08/17
1292000,19/08/17
1300000,19/08/17
1155000,19/08/17
831000,19/08/17
379500,19/08/17
570000,19/08/17
931000,19/08/17
897000,19/08/17
,19/08/17
1380000,19/08/17
485000,19/08/17
700000,19/08/17
800000,19/08/17
,19/08/17
2500000,19/08/17
392000,19/08/17
660000,19/08/17
2300000,19/08/17
1805000,19/08/17
1375000,19/08/17
,19/08/17
1700000,19/08/17
1000000,19/08/17
1226000,19/08/17
920000,19/08/17
845000,19/08/17
1080000,19/08/17
2585000,19/08/17
1225000,19/08/17
920000,19/08/17
1111000,19/08/17
478000,19/08/17
635000,19/08/17
520000,19/08/17
600000,19/08/17
,19/08/17
1200000,19/08/17
455000,19/08/17
1302000,19/08/17
722000,19/08/17
650000,19/08/17
715000,19/08/17
756001,19/08/17
981000,19/08/17
1295000,19/08/17
1250000,19/08/17
986000,19/08/17
865000,19/08/17
841000,19/08/17
2536000,19/08/17
901000,19/08/17
1610000,19/08/17
1005000,19/08/17
2180000,19/08/17
4000000,19/08/17
1360000,19/08/17
2118000,19/08/17
401500,19/08/17
700000,19/08/17
590000,19/08/17
704000,19/08/17
735000,19/08/17
2030000,19/08/17
2990000,19/08/17
1500000,19/08/17
,19/08/17
460000,19/08/17
881000,19/08/17
547000,19/08/17
575000,19/08/17
3500000,19/08/17
470000,19/08/17
671000,19/08/17
397000,19/08/17
756000,19/08/17
901000,19/08/17
702000,19/08/17
1150000,19/08/17
515000,19/08/17
875000,19/08/17
1340000,19/08/17
,19/08/17
1388000,19/08/17
570000,19/08/17
480000,19/08/17
1220000,19/08/17
,19/08/17
1001000,19/08/17
860000,19/08/17
1218000,19/08/17
905000,19/08/17
955500,19/08/17
1210000,19/08/17
345000,19/08/17
1005500,19/08/17
442000,19/08/17
742000,19/08/17
980000,19/08/17
585500,19/08/17
,19/08/17
690000,19/08/17
1230000,19/08/17
1020000,19/08/17
1390000,19/08/17
1100000,19/08/17
961000,19/08/17
1001000,19/08/17
790000,19/08/17
876000,19/08/17
560000,19/08/17
480000,19/08/17
971000,19/08/17
866000,19/08/17
775500,19/08/17
920000,19/08/17
1175000,19/08/17
1975000,19/08/17
720000,19/08/17
,19/08/17
1051500,19/08/17
400000,19/08/17
1000000,19/08/17
1450000,19/08/17
597000,19/08/17
1400000,19/08/17
,19/08/17
782500,19/08/17
601000,19/08/17
626000,19/08/17
703000,19/08/17
1000000,19/08/17
480500,19/08/17
555000,19/08/17
825000,19/08/17
502500,19/08/17
650000,19/08/17
1366000,19/08/17
1825000,19/08/17
2567500,19/08/17
,19/08/17
726000,19/08/17
,19/08/17
1700000,19/08/17
,19/08/17
1200000,19/08/17
625000,19/08/17
351000,19/08/17
635000,19/08/17
527000,19/08/17
500000,19/08/17
1300000,19/08/17
1138000,19/08/17
1360000,19/08/17
1300000,19/08/17
,19/08/17
1612000,19/08/17
1150000,19/08/17
1235000,19/08/17
1600000,19/08/17
790000,19/08/17
490000,19/08/17
412700,19/08/17
591000,19/08/17
990000,19/08/17
1100500,19/08/17
805000,19/08/17
778000,19/08/17
855000,19/08/17
1200000,19/08/17
1480000,19/08/17
1136000,19/08/17
1500000,19/08/17
440000,19/08/17
420000,19/08/17
467000,19/08/17
475000,19/08/17
1025000,19/08/17
870000,20/05/17
1270000,20/05/17
2950000,20/05/17
2150000,20/05/17
,20/05/17
621000,20/05/17
1975000,20/05/17
316000,20/05/17
1850000,20/05/17
750000,20/05/17
922000,20/05/17
1130000,20/05/17
,20/05/17
1635000,20/05/17
1705000,20/05/17
1135000,20/05/17
1490000,20/05/17
,20/05/17
1050000,20/05/17
,20/05/17
890000,20/05/17
,20/05/17
1300000,20/05/17
879000,20/05/17
580000,20/05/17
1380000,20/05/17
702000,20/05/17
2000000,20/05/17
2315000,20/05/17
1701000,20/05/17
1375000,20/05/17
1300000,20/05/17
1286000,20/05/17
1920000,20/05/17
1968500,20/05/17
1175000,20/05/17
1225000,20/05/17
1261000,20/05/17
1270000,20/05/17
555000,20/05/17
1351000,20/05/17
1962000,20/05/17
1050000,20/05/17
850000,20/05/17
810000,20/05/17
1565000,20/05/17
735000,20/05/17
1591000,20/05/17
1556000,20/05/17
936000,20/05/17
605000,20/05/17
775000,20/05/17
1760000,20/05/17
1726000,20/05/17
990000,20/05/17
771000,20/05/17
,20/05/17
1900000,20/05/17
1002500,20/05/17
2415000,20/05/17
1055000,20/05/17
2291000,20/05/17
2700000,20/05/17
,20/05/17
1180000,20/05/17
1400000,20/05/17
,20/05/17
546000,20/05/17
600000,20/05/17
750000,20/05/17
1450000,20/05/17
690000,20/05/17
632000,20/05/17
,20/05/17
1270000,20/05/17
640000,20/05/17
,20/05/17
794000,20/05/17
1360000,20/05/17
660000,20/05/17
726000,20/05/17
747000,20/05/17
1815000,20/05/17
813000,20/05/17
,20/05/17
1905000,20/05/17
,20/05/17
5020000,20/05/17
2990000,20/05/17
,20/05/17
1855000,20/05/17
3850000,20/05/17
445000,20/05/17
1614500,20/05/17
1550000,20/05/17
595000,20/05/17
945000,20/05/17
603000,20/05/17
1390000,20/05/17
583000,20/05/17
1667000,20/05/17
493000,20/05/17
501000,20/05/17
1700000,20/05/17
,20/05/17
630000,20/05/17
1350000,20/05/17
905000,20/05/17
1170000,20/05/17
672000,20/05/17
1335000,20/05/17
1077000,20/05/17
1350000,20/05/17
1031000,20/05/17
935000,20/05/17
951000,20/05/17
720000,20/05/17
856500,20/05/17
1000000,20/05/17
712000,20/05/17
,20/05/17
590000,20/05/17
1005000,20/05/17
1070000,20/05/17
1300000,20/05/17
888000,20/05/17
,20/05/17
465000,20/05/17
525000,20/05/17
480000,20/05/17
597000,20/05/17
891000,20/05/17
920000,20/05/17
465000,20/05/17
732000,20/05/17
897000,20/05/17
686000,20/05/17
637500,20/05/17
765000,20/05/17
2760000,20/05/17
657500,20/05/17
845000,20/05/17
717500,20/05/17
750000,20/05/17
1489000,20/05/17
,20/05/17
1450000,20/05/17
,20/05/17
1220000,20/05/17
1650000,20/05/17
4275000,20/05/17
1940000,20/05/17
890000,20/05/17
750000,20/05/17
642000,20/05/17
1520000,20/05/17
2275000,20/05/17
390000,20/05/17
1510000,20/05/17
1652000,20/05/17
1131000,20/05/17
1607500,20/05/17
1400000,20/05/17
1720000,20/05/17
983000,20/05/17
1162500,20/05/17
1926000,20/05/17
810000,20/05/17
1305000,20/05/17
2035000,20/05/17
687000,20/05/17
670000,20/05/17
825000,20/05/17
1050000,20/05/17
1326000,20/05/17
1625000,20/05/17
2555000,20/05/17
831000,20/05/17
1092000,20/05/17
626000,20/05/17
650000,20/05/17
600000,20/05/17
501000,20/05/17
700500,20/05/17
702000,20/05/17
492000,20/05/17
921000,20/05/17
,20/05/17
3310000,20/05/17
,20/05/17
,20/05/17
1601000,20/05/17
797000,20/05/17
1710000,20/05/17
1530000,20/05/17
1660000,20/05/17
760000,20/05/17
592000,20/05/17
2090000,20/05/17
730000,20/05/17
901000,20/05/17
541000,20/05/17
810000,20/05/17
580000,20/05/17
643000,20/05/17
645000,20/05/17
786000,20/05/17
770000,20/05/17
,20/05/17
,20/05/17
665000,20/05/17
,20/05/17
,20/05/17
1560000,20/05/17
1436000,20/05/17
,20/05/17
1620000,20/05/17
1985000,20/05/17
1750000,20/05/17
2100000,20/05/17
,20/05/17
1405000,20/05/17
2102000,20/05/17
435000,20/05/17
375000,20/05/17
860000,20/05/17
630000,20/05/17
780000,20/05/17
931000,20/05/17
601000,20/05/17
,20/05/17
805000,20/05/17
820000,20/05/17
640000,20/05/17
442000,20/05/17
633000,20/05/17
545000,20/05/17
420000,20/05/17
471500,20/05/17
466000,20/05/17
2190000,20/05/17
980000,20/05/17
1110000,20/05/17
,20/05/17
,20/05/17
1740000,20/05/17
618000,20/05/17
480000,20/05/17
515000,20/05/17
585000,20/05/17
615000,20/05/17
782500,20/05/17
771000,20/05/17
520500,20/05/17
640000,20/05/17
1062500,20/05/17
912000,20/05/17
745000,20/05/17
891000,20/05/17
720000,20/05/17
1110000,20/05/17
917500,20/05/17
717000,20/05/17
1190000,20/05/17
2150000,20/05/17
1965000,20/05/17
643000,20/05/17
835000,20/05/17
,20/05/17
1700000,20/05/17
,20/05/17
551000,20/05/17
485000,20/05/17
1205000,20/05/17
625000,20/05/17
420000,20/05/17
515000,20/05/17
725000,20/05/17
472500,20/05/17
,20/05/17
1211000,20/05/17
,20/05/17
1380000,20/05/17
1715157,20/05/17
1510000,20/05/17
426000,20/05/17
637500,20/05/17
1100000,20/05/17
359000,20/05/17
378000,20/05/17
430500,20/05/17
320000,20/05/17
251000,20/05/17
1095000,20/05/17
1750000,20/05/17
1460000,20/05/17
686000,20/05/17
638000,20/05/17
2860000,20/05/17
540000,20/05/17
605000,20/05/17
645000,20/05/17
602500,20/05/17
1070000,20/05/17
1205000,20/05/17
1587000,20/05/17
1436000,20/05/17
1420200,20/05/17
970000,20/05/17
1070000,20/05/17
835000,20/05/17
785000,20/05/17
1201000,20/05/17
1280000,20/05/17
1641000,20/05/17
,20/05/17
2000000,20/05/17
710000,20/05/17
1600000,20/05/17
,20/05/17
1700000,20/05/17
450000,20/05/17
,20/05/17
,20/05/17
1485000,20/05/17
,20/05/17
1295000,20/05/17
970000,20/05/17
842000,20/05/17
752500,20/05/17
1005000,20/05/17
1306000,20/05/17
676000,20/05/17
1200000,20/05/17
456000,20/05/17
1461000,20/05/17
,20/05/17
1425000,20/05/17
690000,20/05/17
580000,20/05/17
440000,20/05/17
1010000,20/05/17
2790000,20/05/17
1446000,20/05/17
1395000,20/05/17
427500,20/05/17
1301000,20/05/17
,20/05/17
560000,20/05/17
610000,20/05/17
,20/05/17
,20/05/17
,20/05/17
690000,20/05/17
630000,20/05/17
685000,20/05/17
,20/05/17
570000,20/05/17
860000,20/05/17
1110000,20/05/17
615000,20/05/17
407000,20/05/17
871000,20/05/17
930000,20/05/17
741000,20/05/17
1005000,20/05/17
748500,20/05/17
,20/05/17
1052000,20/05/17
685000,20/05/17
1215000,20/05/17
,20/05/17
983800,20/05/17
595000,20/05/17
702500,20/05/17
1185000,20/05/17
1160000,20/05/17
700500,20/05/17
762000,20/05/17
,20/05/17
450000,20/05/17
1001000,20/05/17
1835000,20/05/17
1630000,20/05/17
1745000,20/05/17
687500,20/05/17
495000,20/05/17
1085000,20/05/17
847000,20/05/17
785000,20/05/17
995000,20/05/17
1290000,20/05/17
580000,20/05/17
1780000,20/05/17
716000,20/05/17
626000,20/05/17
440000,20/05/17
3475000,20/05/17
851000,20/05/17
2030000,20/05/17
900000,20/05/17
632000,20/05/17
700000,20/05/17
735000,20/05/17
,20/05/17
680000,20/05/17
,20/05/17
1350000,20/05/17
425000,20/05/17
891000,20/05/17
1490000,20/05/17
,20/05/17
1652000,20/05/17
,20/05/17
415000,20/05/17
570000,20/05/17
1190000,20/05/17
3050000,20/05/17
1002000,20/05/17
1230000,20/05/17
1340000,20/05/17
,20/05/17
1180000,20/05/17
681000,20/05/17
740000,20/05/17
360000,20/05/17
600000,20/05/17
1346000,20/05/17
1130000,20/05/17
,20/05/17
1200000,20/05/17
,20/05/17
3805000,20/05/17
2715000,20/05/17
611000,20/05/17
1110000,20/05/17
1330000,20/05/17
1295000,20/05/17
1003000,20/05/17
1020000,20/05/17
980000,20/05/17
970000,20/05/17
1405000,20/05/17
1011000,20/05/17
930000,20/05/17
815000,20/05/17
560000,20/05/17
1226000,20/05/17
,20/05/17
440000,20/05/17
445000,20/05/17
900000,20/05/17
266000,20/05/17
1040000,20/05/17
1013000,20/05/17
1171000,20/05/17
1455000,20/05/17
855000,20/05/17
537000,20/05/17
370000,20/05/17
721500,20/05/17
1035000,20/05/17
1370000,20/05/17
970000,20/05/17
,20/05/17
1540000,21/10/17
2600000,21/10/17
730000,21/10/17
641000,21/10/17
886000,21/10/17
926000,21/10/17
4110000,21/10/17
715000,21/10/17
725000,21/10/17
1757000,21/10/17
1175000,21/10/17
417000,21/10/17
600000,21/10/17
800000,21/10/17
1961000,21/10/17
515000,21/10/17
842000,21/10/17
1700000,21/10/17
690500,21/10/17
941000,21/10/17
900000,21/10/17
,21/10/17
,21/10/17
731000,21/10/17
776000,21/10/17
3350000,21/10/17
1846000,21/10/17
1530000,21/10/17
,21/10/17
,21/10/17
1754000,21/10/17
,21/10/17
831000,21/10/17
916500,21/10/17
1050200,21/10/17
2070000,21/10/17
2260000,21/10/17
1200000,21/10/17
1840000,21/10/17
623500,21/10/17
1560000,21/10/17
604000,21/10/17
1075000,21/10/17
2055000,21/10/17
1650000,21/10/17
1285000,21/10/17
1420000,21/10/17
556500,21/10/17
1301000,21/10/17
1335000,21/10/17
1340000,21/10/17
,21/10/17
917500,21/10/17
1941000,21/10/17
1435000,21/10/17
695000,21/10/17
1782500,21/10/17
785000,21/10/17
682000,21/10/17
780000,21/10/17
2451000,21/10/17
525000,21/10/17
1500000,21/10/17
2103000,21/10/17
538000,21/10/17
,21/10/17
1004000,21/10/17
603000,21/10/17
1530000,21/10/17
,21/10/17
1326000,21/10/17
407000,21/10/17
1053000,21/10/17
865000,21/10/17
1050000,21/10/17
1427000,21/10/17
962000,21/10/17
782000,21/10/17
780000,21/10/17
370000,21/10/17
847500,21/10/17
1045000,21/10/17
1600000,21/10/17
1240000,21/10/17
1115000,21/10/17
733000,21/10/17
1206000,21/10/17
2056000,21/10/17
1670000,21/10/17
,21/10/17
3888000,21/10/17
,21/10/17
,21/10/17
1371000,21/10/17
530000,21/10/17
1825000,21/10/17
661000,21/10/17
1590000,21/10/17
,21/10/17
738000,21/10/17
1171000,21/10/17
785000,21/10/17
1620000,21/10/17
817500,21/10/17
,21/10/17
915000,21/10/17
1100000,21/10/17
912000,21/10/17
925000,21/10/17
916000,21/10/17
,21/10/17
554000,21/10/17
642500,21/10/17
555000,21/10/17
615000,21/10/17
560000,21/10/17
580000,21/10/17
768000,21/10/17
1370000,21/10/17
965000,21/10/17
467000,21/10/17
470000,21/10/17
717000,21/10/17
870000,21/10/17
895000,21/10/17
1334000,21/10/17
1310000,21/10/17
1355000,21/10/17
1468000,21/10/17
2660000,21/10/17
550000,21/10/17
707000,21/10/17
2001000,21/10/17
1610000,21/10/17
2110000,21/10/17
885000,21/10/17
1240000,21/10/17
1020000,21/10/17
940000,21/10/17
1470000,21/10/17
2280000,21/10/17
620000,21/10/17
2520000,21/10/17
1275000,21/10/17
1252000,21/10/17
450000,21/10/17
346000,21/10/17
756000,21/10/17
610000,21/10/17
1625000,21/10/17
1535000,21/10/17
1677000,21/10/17
1270000,21/10/17
421000,21/10/17
825000,21/10/17
,21/10/17
1222000,21/10/17
1159000,21/10/17
965000,21/10/17
1134000,21/10/17
740000,21/10/17
641000,21/10/17
467000,21/10/17
3120000,21/10/17
,21/10/17
2420000,21/10/17
485000,21/10/17
2237500,21/10/17
1700000,21/10/17
,21/10/17
,21/10/17
,21/10/17
1190000,21/10/17
1439000,21/10/17
737000,21/10/17
515000,21/10/17
666133,21/10/17
760500,21/10/17
828000,21/10/17
1045000,21/10/17
1115000,21/10/17
1335000,21/10/17
725000,21/10/17
640000,21/10/17
,21/10/17
1350000,21/10/17
540000,21/10/17
,21/10/17
730000,21/10/17
625000,21/10/17
1425000,21/10/17
,21/10/17
520000,21/10/17
731000,21/10/17
1260000,21/10/17
1660000,21/10/17
720000,21/10/17
660000,21/10/17
615000,21/10/17
530000,21/10/17
604000,21/10/17
541000,21/10/17
1355000,21/10/17
1000000,21/10/17
587000,21/10/17
765000,21/10/17
815000,21/10/17
2500000,21/10/17
,21/10/17
,21/10/17
1885000,21/10/17
,21/10/17
2425000,21/10/17
,21/10/17
3450000,21/10/17
,21/10/17
2120000,21/10/17
,21/10/17
580000,21/10/17
716500,21/10/17
622000,21/10/17
612000,21/10/17
841000,21/10/17
890000,21/10/17
660000,21/10/17
3100000,21/10/17
3501000,21/10/17
650000,21/10/17
1405000,21/10/17
1810000,21/10/17
,21/10/17
,21/10/17
1100000,21/10/17
1187000,21/10/17
1780000,21/10/17
1874000,21/10/17
1720000,21/10/17
512000,21/10/17
595000,21/10/17
1695000,21/10/17
,21/10/17
600000,21/10/17
570000,21/10/17
636000,21/10/17
565000,21/10/17
802000,21/10/17
475000,21/10/17
488000,21/10/17
712000,21/10/17
958888,21/10/17
910000,21/10/17
1180000,21/10/17
2050000,21/10/17
,21/10/17
1320000,21/10/17
1256000,21/10/17
1191000,21/10/17
