Price,Year
310000,09/12/17
495000,09/12/17
455000,09/12/17
,09/12/17
767500,09/12/17
1230000,09/12/17
875000,09/12/17
840000,09/12/17
1006000,09/12/17
431000,09/12/17
575000,09/12/17
1761000,09/12/17
2200000,09/12/17
,09/12/17
1940000,09/12/17
850000,09/12/17
1272000,09/12/17
,09/12/17
,09/12/17
1071000,09/12/17
1200000,09/12/17
555000,09/12/17
621000,09/12/17
612000,09/12/17
407800,09/12/17
425000,09/12/17
,09/12/17
642000,09/12/17
660000,09/12/17
620000,09/12/17
620000,09/12/17
670000,09/12/17
768000,09/12/17
630000,09/12/17
491000,09/12/17
1400000,09/12/17
675000,09/12/17
565000,09/12/17
480000,09/12/17
700000,09/12/17
772500,09/12/17
760000,09/12/17
560000,09/12/17
722000,09/12/17
790000,09/12/17
,09/12/17
682500,09/12/17
,09/12/17
771000,09/12/17
705000,09/12/17
760000,09/12/17
836000,09/12/17
725000,09/12/17
681500,09/12/17
,09/12/17
1155000,09/12/17
1550000,09/12/17
657000,09/12/17
645000,09/12/17
740500,09/12/17
1250000,09/12/17
1234500,09/12/17
1211000,09/12/17
705000,09/12/17
4111000,09/12/17
841000,09/12/17
867000,09/12/17
700500,09/12/17
903000,09/12/17
1595000,09/12/17
1088000,09/12/17
1060000,09/12/17
812000,09/12/17
940000,09/12/17
570000,09/12/17
480000,09/12/17
525000,09/12/17
627500,09/12/17
880000,09/12/17
460000,09/12/17
355000,09/12/17
1062000,09/12/17
857500,09/12/17
610000,09/12/17
1370000,09/12/17
1130000,09/12/17
410000,09/12/17
505000,09/12/17
,09/12/17
1285000,09/12/17
2065000,09/12/17
1615000,09/12/17
1610000,09/12/17
610000,09/12/17
609000,09/12/17
780000,09/12/17
391000,09/12/17
581000,09/12/17
615000,09/12/17
632000,09/12/17
425000,09/12/17
400000,09/12/17
415000,09/12/17
1160000,11/02/17
752000,11/02/17
705000,11/02/17
845000,11/02/17
1440000,11/02/17
890000,11/02/17
585000,11/02/17
,11/02/17
1436000,11/02/17
1470000,11/02/17
1130000,11/02/17
935000,11/02/17
1306000,11/02/17
1150000,11/02/17
890000,11/02/17
910000,11/02/17
1210000,11/02/17
1005000,11/02/17
440000,11/02/17
730000,11/02/17
670000,11/02/17
880000,11/02/17
1920000,11/02/17
380000,11/02/17
525000,11/02/17
764000,11/02/17
1105000,11/02/17
1260000,11/02/17
955000,11/02/17
895000,11/02/17
797500,11/02/17
787000,11/02/17
681000,11/02/17
790500,11/02/17
956000,11/02/17
1468000,11/02/17
752000,11/02/17
465000,11/02/17
757500,11/02/17
535000,11/02/17
999000,11/02/17
1042500,11/02/17
570000,11/02/17
1042500,11/02/17
1055000,11/02/17
925000,11/02/17
810000,11/02/17
1230000,11/02/17
490000,11/02/17
426750,11/02/17
680000,11/02/17
702500,11/02/17
406000,11/02/17
570000,11/02/17
825000,11/02/17
950000,11/02/17
1210000,11/02/17
1105000,11/02/17
1000500,11/02/17
488000,11/02/17
1238000,11/02/17
640000,11/02/17
520000,11/02/17
432000,11/02/17
1402000,11/02/17
897000,11/02/17
730000,11/02/17
755000,11/02/17
,11/02/17
674000,11/02/17
1000000,11/02/17
1000000,11/02/17
1035500,11/02/17
475000,11/02/17
425000,11/02/17
580000,11/02/17
647000,11/02/17
686000,11/02/17
755000,11/02/17
,11/02/17
682000,11/02/17
918000,11/02/17
,11/02/17
475000,11/02/17
706750,11/02/17
785000,11/02/17
808000,11/02/17
652000,11/02/17
755000,11/02/17
650000,11/02/17
400000,11/02/17
1220000,11/02/17
1235000,11/02/17
618000,11/02/17
695000,11/02/17
710000,11/02/17
843000,11/02/17
781000,11/02/17
1668000,11/02/17
332000,11/02/17
518000,11/02/17
538000,11/02/17
1275000,11/02/17
735000,11/02/17
1011000,11/02/17
1170000,11/02/17
1518000,11/02/17
437500,11/02/17
342000,11/02/17
625000,11/02/17
600000,11/02/17
718000,11/02/17
602000,11/02/17
982000,11/02/17
860000,11/02/17
1260000,11/02/17
1016000,11/02/17
770000,11/02/17
883000,11/02/17
332500,11/02/17
370000,11/02/17
733000,11/02/17
1055000,11/02/17
880000,11/02/17
910000,11/02/17
676000,11/02/17
991000,11/02/17
1300000,11/02/17
1300000,11/02/17
770000,11/02/17
1045000,11/02/17
770000,11/02/17
900000,11/02/17
480500,11/02/17
,11/02/17
476450,11/02/17
810000,11/02/17
555000,11/02/17
350000,11/02/17
600000,11/02/17
791000,11/02/17
780000,11/02/17
935000,11/02/17
451000,11/02/17
660000,11/02/17
455000,11/02/17
750000,11/02/17
660500,11/02/17
546000,11/02/17
1635000,11/02/17
1194000,11/02/17
,11/02/17
880000,11/02/17
480000,11/02/17
796000,11/02/17
605000,11/02/17
692000,11/02/17
577000,11/02/17
426000,11/02/17
1430000,11/02/17
525500,11/02/17
805000,11/02/17
855000,11/02/17
1660000,11/02/17
502000,11/02/17
450000,11/02/17
398000,11/02/17
241000,11/02/17
910000,11/02/17
452000,11/02/17
412000,11/02/17
753000,11/02/17
1035000,11/02/17
766000,11/03/17
640000,11/03/17
955000,11/03/17
714000,11/03/17
,11/03/17
1402000,11/03/17
730000,11/03/17
1094000,11/03/17
1135000,11/03/17
1290000,11/03/17
1280000,11/03/17
680000,11/03/17
,11/03/17
,11/03/17
,11/03/17
2718000,11/03/17
468000,11/03/17
1646000,11/03/17
712000,11/03/17
1126000,11/03/17
782000,11/03/17
393500,11/03/17
504000,11/03/17
487000,11/03/17
430000,11/03/17
845000,11/03/17
964000,11/03/17
1300000,11/03/17
885000,11/03/17
1337000,11/03/17
1240000,11/03/17
635000,11/03/17
2875000,11/03/17
1180000,11/03/17
1096000,11/03/17
810000,11/03/17
580000,11/03/17
770000,11/03/17
450000,11/03/17
3050000,11/03/17
579000,11/03/17
453000,11/03/17
915000,11/03/17
2315000,11/03/17
831000,11/03/17
731000,11/03/17
389000,11/03/17
840000,11/03/17
313000,11/03/17
237000,11/03/17
876000,11/03/17
640000,11/03/17
660000,11/03/17
864500,11/03/17
850000,11/03/17
1110000,11/03/17
920000,11/03/17
512000,11/03/17
678000,11/03/17
1285000,11/03/17
458500,11/03/17
820000,11/03/17
550000,11/03/17
569000,11/03/17
635000,11/03/17
330000,11/03/17
755000,11/03/17
790000,11/03/17
550000,11/03/17
601000,11/03/17
411500,11/03/17
1710000,11/03/17
855000,11/03/17
3850000,11/03/17
1170000,11/03/17
419000,11/03/17
365000,11/03/17
505000,11/11/17
940000,11/11/17
,11/11/17
1150000,11/11/17
560000,11/11/17
635000,11/11/17
760000,11/11/17
755000,11/11/17
1025000,11/11/17
500000,11/11/17
1275000,11/11/17
1155000,11/11/17
1365000,11/11/17
,11/11/17
,11/11/17
1200000,11/11/17
1425000,11/11/17
1232000,11/11/17
,11/11/17
1340000,11/11/17
530000,11/11/17
2340000,11/11/17
1720000,11/11/17
1776000,11/11/17
1208000,11/11/17
745000,11/11/17
886000,11/11/17
1126500,11/11/17
1835000,11/11/17
1540000,11/11/17
1412000,11/11/17
1160000,11/11/17
770000,11/11/17
730000,11/11/17
1790000,11/11/17
820000,11/11/17
878000,11/11/17
1540000,11/11/17
1693000,11/11/17
1875000,11/11/17
800000,11/11/17
977000,11/11/17
826000,11/11/17
,11/11/17
1570000,11/11/17
2230000,11/11/17
1750000,11/11/17
2003000,11/11/17
,11/11/17
464000,11/11/17
605000,11/11/17
640000,11/11/17
1440000,11/11/17
415000,11/11/17
907000,11/11/17
1710000,11/11/17
900000,11/11/17
1400000,11/11/17
1085000,11/11/17
726000,11/11/17
800000,11/11/17
970000,11/11/17
1755000,11/11/17
690000,11/11/17
665000,11/11/17
620000,11/11/17
825000,11/11/17
1015000,11/11/17
,11/11/17
610000,11/11/17
1450000,11/11/17
3010000,11/11/17
1665000,11/11/17
860000,11/11/17
,11/11/17
310000,11/11/17
,11/11/17
,11/11/17
712500,11/11/17
700000,11/11/17
895000,11/11/17
1080000,11/11/17
1020000,11/11/17
862000,11/11/17
1000000,11/11/17
1155000,11/11/17
1720000,11/11/17
1270000,11/11/17
1025000,11/11/17
698000,11/11/17
1215000,11/11/17
1480000,11/11/17
822000,11/11/17
1287000,11/11/17
520000,11/11/17
570000,11/11/17
528000,11/11/17
648000,11/11/17
460000,11/11/17
741000,11/11/17
521000,11/11/17
663000,11/11/17
,11/11/17
594500,11/11/17
935000,11/11/17
760000,11/11/17
602000,11/11/17
792000,11/11/17
,11/11/17
600000,11/11/17
600000,11/11/17
501000,11/11/17
880000,11/11/17
890000,11/11/17
646000,11/11/17
1810000,11/11/17
1268000,11/11/17
1128000,11/11/17
2260000,11/11/17
578000,11/11/17
2201000,11/11/17
625250,11/11/17
986000,11/11/17
1055000,11/11/17
676500,11/11/17
1026000,11/11/17
515000,11/11/17
273000,11/11/17
652000,11/11/17
584000,11/11/17
637000,11/11/17
540000,11/11/17
1535000,11/11/17
723000,11/11/17
2790000,11/11/17
647000,11/11/17
1095000,11/11/17
762000,11/11/17
515000,11/11/17
692000,11/11/17
631000,11/11/17
,11/11/17
605000,11/11/17
742000,11/11/17
,11/11/17
,11/11/17
845000,11/11/17
,11/11/17
759000,11/11/17
1950000,11/11/17
1335000,11/11/17
900000,11/11/17
449000,11/11/17
680000,11/11/17
296000,11/11/17
690000,11/11/17
740000,11/11/17
830000,11/11/17
652500,11/11/17
627000,11/11/17
2200000,11/11/17
1615000,11/11/17
1467000,11/11/17
1055000,11/11/17
1246000,11/11/17
450000,11/11/17
2650000,11/11/17
550000,11/11/17
421500,11/11/17
,11/11/17
,11/11/17
1090000,11/11/17
,11/11/17
1126000,11/11/17
,11/11/17
860000,11/11/17
980000,11/11/17
1045000,11/11/17
660000,11/11/17
551500,11/11/17
468000,11/11/17
585000,11/11/17
1465000,11/11/17
1865000,11/11/17
637500,11/11/17
705000,11/11/17
755000,11/11/17
670000,11/11/17
793000,11/11/17
1341000,11/11/17
850000,11/11/17
,11/11/17
1080000,11/11/17
920000,11/11/17
885000,11/11/17
792000,11/11/17
1051500,11/11/17
,11/11/17
808000,11/11/17
695000,11/11/17
642000,11/11/17
460000,11/11/17
580000,11/11/17
653000,11/11/17
400000,11/11/17
,11/11/17
2200000,11/11/17
2626000,11/11/17
1850000,11/11/17
1420000,11/11/17
1245000,11/11/17
495000,11/11/17
355000,11/11/17
420000,11/11/17
,11/11/17
2250000,11/11/17
579000,11/11/17
520000,11/11/17
428000,11/11/17
710000,11/11/17
580000,11/11/17
356000,11/11/17
1180000,11/11/17
706000,11/11/17
,11/11/17
485000,11/11/17
487500,11/11/17
640000,11/11/17
667500,11/11/17
910000,11/11/17
880888,11/11/17
900000,11/11/17
690000,11/11/17
,11/11/17
1261000,11/11/17
,11/11/17
715000,11/11/17
760000,11/11/17
549000,11/11/17
,11/11/17
896000,11/11/17
1004000,11/11/17
1375000,11/11/17
1420000,11/11/17
1230000,11/11/17
950000,11/11/17
845000,11/11/17
775000,11/11/17
466000,11/11/17
753000,11/11/17
610000,11/11/17
1950000,11/11/17
521500,11/11/17
930000,11/11/17
1390000,11/11/17
840000,11/11/17
1175000,11/11/17
630000,11/11/17
720000,11/11/17
460000,11/11/17
737000,11/11/17
,11/11/17
1350000,11/11/17
900000,11/11/17
905000,11/11/17
960000,11/11/17
640000,11/11/17
647000,11/11/17
552000,11/11/17
615000,11/11/17
673000,11/11/17
1642000,11/11/17
,11/11/17
1180000,11/11/17
950000,11/11/17
710000,11/11/17
1050000,11/11/17
590000,11/11/17
695000,11/11/17
1055000,11/11/17
395000,11/11/17
950000,11/11/17
690000,11/11/17
821000,11/11/17
825000,11/11/17
1076000,11/11/17
850000,11/11/17
1215000,11/11/17
283000,11/11/17
1320000,11/11/17
,11/11/17
341000,11/11/17
,11/11/17
1265000,11/11/17
792000,11/11/17
570000,11/11/17
610000,11/11/17
577500,11/11/17
696000,11/11/17
1750000,11/11/17
759000,11/11/17
,11/11/17
912000,11/11/17
835000,11/11/17
768000,11/11/17
845000,11/11/17
,11/11/17
530000,11/11/17
610000,11/11/17
652000,11/11/17
451000,11/11/17
550000,11/11/17
539000,11/11/17
,11/11/17
1640000,11/11/17
1560000,11/11/17
,11/11/17
815000,11/11/17
630000,11/11/17
695000,11/11/17
680000,11/11/17
598000,11/11/17
473000,11/11/17
590000,11/11/17
915000,11/11/17
2102000,11/11/17
480000,11/11/17
436000,11/11/17
780000,11/11/17
720000,11/11/17
748000,11/11/17
910500,11/11/17
740000,11/11/17
800000,11/11/17
461000,11/11/17
620000,11/11/17
652000,11/11/17
351500,11/11/17
675000,11/11/17
682000,11/11/17
652000,11/11/17
1506000,11/11/17
665000,11/11/17
1260000,11/11/17
830000,11/11/17
290000,11/11/17
6400000,11/11/17
,11/11/17
700000,11/11/17
1600000,11/11/17
1320000,11/11/17
1250000,11/11/17
1005000,11/11/17
1050000,11/11/17
940000,11/11/17
651000,11/11/17
1063000,11/11/17
847000,11/11/17
457000,11/11/17
490500,11/11/17
630000,11/11/17
280000,11/11/17
547000,11/11/17
770000,11/11/17
735000,11/11/17
988000,11/11/17
950000,11/11/17
547500,11/11/17
755000,11/11/17
1078500,11/11/17
1014000,11/11/17
1050000,11/11/17
642000,11/11/17
490000,11/11/17
880000,11/11/17
625500,11/11/17
990000,11/11/17
781000,11/11/17
802000,11/11/17
1040000,11/11/17
312000,11/11/17
1635000,12/08/17
940000,12/08/17
1375000,12/08/17
1525000,12/08/17
1370000,12/08/17
950000,12/08/17
1225000,12/08/17
660000,12/08/17
725000,12/08/17
,12/08/17
821000,12/08/17
,12/08/17
1520000,12/08/17
2299500,12/08/17
951000,12/08/17
,12/08/17
614000,12/08/17
2360000,12/08/17
1785000,12/08/17
1360000,12/08/17
1485000,12/08/17
1739000,12/08/17
,12/08/17
720000,12/08/17
1780000,12/08/17
1611000,12/08/17
1006000,12/08/17
1700000,12/08/17
1280000,12/08/17
1750000,12/08/17
1290000,12/08/17
683000,12/08/17
1730000,12/08/17
1100000,12/08/17
,12/08/17
830000,12/08/17
1296000,12/08/17
2500000,12/08/17
892000,12/08/17
,12/08/17
2000000,12/08/17
2150000,12/08/17
,12/08/17
890000,12/08/17
616000,12/08/17
632000,12/08/17
1310000,12/08/17
1615000,12/08/17
870000,12/08/17
717000,12/08/17
1751000,12/08/17
1200000,12/08/17
1580000,12/08/17
535000,12/08/17
685000,12/08/17
685000,12/08/17
725000,12/08/17
505000,12/08/17
1300000,12/08/17
1253000,12/08/17
1170000,12/08/17
1471000,12/08/17
881000,12/08/17
3190000,12/08/17
1985000,12/08/17
2100000,12/08/17
1370000,12/08/17
870000,12/08/17
687500,12/08/17
552500,12/08/17
1070000,12/08/17
995000,12/08/17
1310000,12/08/17
1275000,12/08/17
1095000,12/08/17
1241000,12/08/17
729500,12/08/17
973000,12/08/17
560000,12/08/17
615000,12/08/17
565000,12/08/17
615000,12/08/17
555000,12/08/17
667500,12/08/17
490000,12/08/17
555000,12/08/17
1080000,12/08/17
505000,12/08/17
766000,12/08/17
370000,12/08/17
1680000,12/08/17
475000,12/08/17
815000,12/08/17
615000,12/08/17
915000,12/08/17
736000,12/08/17
1328000,12/08/17
762000,12/08/17
900000,12/08/17
559000,12/08/17
3175000,12/08/17
520000,12/08/17
561000,12/08/17
556000,12/08/17
441000,12/08/17
552000,12/08/17
2165000,12/08/17
1280000,12/08/17
1165000,12/08/17
1500000,12/08/17
515000,12/08/17
805000,12/08/17
,12/08/17
545000,12/08/17
,12/08/17
1705000,12/08/17
850250,12/08/17
,12/08/17
610000,12/08/17
775000,12/08/17
452500,12/08/17
3400000,12/08/17
839000,12/08/17
1690000,12/08/17
2165000,12/08/17
,12/08/17
2215000,12/08/17
851000,12/08/17
1910000,12/08/17
1311000,12/08/17
1220000,12/08/17
714000,12/08/17
815000,12/08/17
821000,12/08/17
420000,12/08/17
1857000,12/08/17
1910000,12/08/17
1485000,12/08/17
595000,12/08/17
1031000,12/08/17
1040000,12/08/17
912000,12/08/17
1250000,12/08/17
680000,12/08/17
810000,12/08/17
,12/08/17
463000,12/08/17
1242000,12/08/17
677500,12/08/17
540000,12/08/17
516000,12/08/17
790000,12/08/17
2400000,12/08/17
,12/08/17
1022000,12/08/17
850000,12/08/17
2660000,12/08/17
802000,12/08/17
,12/08/17
1007000,12/08/17
4050000,12/08/17
2550000,12/08/17
1840000,12/08/17
,12/08/17
688000,12/08/17
345000,12/08/17
570000,12/08/17
454500,12/08/17
463000,12/08/17
482000,12/08/17
682000,12/08/17
642500,12/08/17
755000,12/08/17
4050000,12/08/17
,12/08/17
1650000,12/08/17
760000,12/08/17
940000,12/08/17
600000,12/08/17
1500000,12/08/17
1500000,12/08/17
2025000,12/08/17
630000,12/08/17
522000,12/08/17
1071000,12/08/17
973000,12/08/17
880000,12/08/17
,12/08/17
1060000,12/08/17
930000,12/08/17
1440000,12/08/17
730000,12/08/17
2558000,12/08/17
655000,12/08/17
730000,12/08/17
923000,12/08/17
600000,12/08/17
1230000,12/08/17
,12/08/17
622000,12/08/17
1475000,12/08/17
,12/08/17
1225000,12/08/17
2775000,12/08/17
673000,12/08/17
1310000,12/08/17
1415000,12/08/17
,12/08/17
370000,12/08/17
1051000,12/08/17
1206000,12/08/17
915000,12/08/17
900000,12/08/17
940000,12/08/17
412500,12/08/17
257500,12/08/17
257500,12/08/17
1114000,12/08/17
635000,12/08/17
715000,12/08/17
1480000,12/08/17
760000,12/08/17
2635000,12/08/17
1250000,12/08/17
4200000,12/08/17
1310000,12/08/17
626000,12/08/17
1270000,12/08/17
980000,12/08/17
1148000,12/08/17
,12/08/17
1540000,12/08/17
1210000,12/08/17
935000,12/08/17
510000,12/08/17
861000,12/08/17
732000,12/08/17
325000,12/08/17
1200000,12/08/17
595000,12/08/17
800000,12/08/17
655000,12/08/17
1170000,12/08/17
,12/08/17
970000,12/08/17
2255000,12/08/17
1870000,12/08/17
3825000,12/08/17
485000,12/08/17
1350000,12/08/17
621000,12/08/17
940000,12/08/17
625000,12/08/17
917000,12/08/17
632500,12/08/17
,12/08/17
1610000,12/08/17
1742000,12/08/17
1016000,12/08/17
532500,12/08/17
615000,12/08/17
938000,12/08/17
659500,12/08/17
701000,12/08/17
2600000,12/08/17
1205000,12/08/17
2330000,12/08/17
1350000,12/08/17
1204000,12/08/17
610000,12/08/17
670000,12/08/17
675000,12/08/17
1860000,12/08/17
980000,12/08/17
1295000,12/08/17
788800,12/08/17
900000,12/08/17
,12/08/17
700000,12/08/17
455000,12/08/17
483000,12/08/17
455000,12/08/17
1276000,12/08/17
700000,12/08/17
729000,12/08/17
1184000,12/08/17
1100000,12/08/17
2200000,12/08/17
590500,12/08/17
780000,12/08/17
,13/05/17
1271000,13/05/17
1167500,13/05/17
866000,13/05/17
2130000,13/05/17
,13/05/17
420000,13/05/17
700000,13/05/17
615000,13/05/17
850000,13/05/17
911000,13/05/17
1835000,13/05/17
,13/05/17
,13/05/17
1041000,13/05/17
565000,13/05/17
2220000,13/05/17
1510000,13/05/17
1470000,13/05/17
875000,13/05/17
942000,13/05/17
,13/05/17
1135000,13/05/17
,13/05/17
2000000,13/05/17
1850000,13/05/17
700000,13/05/17
1890000,13/05/17
1565000,13/05/17
1630000,13/05/17
1105000,13/05/17
1303000,13/05/17
1285000,13/05/17
,13/05/17
767000,13/05/17
1262500,13/05/17
1105000,13/05/17
1488500,13/05/17
1430000,13/05/17
777000,13/05/17
1660500,13/05/17
1305000,13/05/17
1293500,13/05/17
951000,13/05/17
,13/05/17
910000,13/05/17
1392000,13/05/17
2445000,13/05/17
3110000,13/05/17
785000,13/05/17
1350000,13/05/17
2140000,13/05/17
1630000,13/05/17
910000,13/05/17
1975000,13/05/17
1635000,13/05/17
1743000,13/05/17
425000,13/05/17
525000,13/05/17
482000,13/05/17
,13/05/17
,13/05/17
1283000,13/05/17
1025000,13/05/17
1015000,13/05/17
500000,13/05/17
1185000,13/05/17
1060000,13/05/17
424000,13/05/17
1220000,13/05/17
1097000,13/05/17
1730000,13/05/17
370000,13/05/17
1210000,13/05/17
599500,13/05/17
,13/05/17
870000,13/05/17
1385000,13/05/17
1055000,13/05/17
2513000,13/05/17
1900000,13/05/17
1700000,13/05/17
1620000,13/05/17
3550000,13/05/17
1980000,13/05/17
,13/05/17
1861000,13/05/17
1402000,13/05/17
,13/05/17
,13/05/17
3725000,13/05/17
3450000,13/05/17
,13/05/17
1290000,13/05/17
470000,13/05/17
1105000,13/05/17
575000,13/05/17
537500,13/05/17
655000,13/05/17
,13/05/17
1104000,13/05/17
555500,13/05/17
690000,13/05/17
1430000,13/05/17
1210000,13/05/17
1650000,13/05/17
1290000,13/05/17
1250000,13/05/17
1652500,13/05/17
1250000,13/05/17
1660000,13/05/17
465000,13/05/17
680000,13/05/17
1180000,13/05/17
940500,13/05/17
824000,13/05/17
941000,13/05/17
775000,13/05/17
770000,13/05/17
1309000,13/05/17
496000,13/05/17
491000,13/05/17
820000,13/05/17
725000,13/05/17
690000,13/05/17
490000,13/05/17
730000,13/05/17
970000,13/05/17
931000,13/05/17
1380000,13/05/17
950000,13/05/17
1360000,13/05/17
840000,13/05/17
1475000,13/05/17
1165000,13/05/17
1305000,13/05/17
490000,13/05/17
470500,13/05/17
810000,13/05/17
710000,13/05/17
1000000,13/05/17
950000,13/05/17
360000,13/05/17
560500,13/05/17
414000,13/05/17
1406000,13/05/17
949500,13/05/17
532000,13/05/17
698000,13/05/17
815000,13/05/17
,13/05/17
1320000,13/05/17
,13/05/17
,13/05/17
2725000,13/05/17
500000,13/05/17
450000,13/05/17
871000,13/05/17
1277500,13/05/17
581000,13/05/17
555000,13/05/17
730000,13/05/17
535000,13/05/17
,13/05/17
,13/05/17
1950000,13/05/17
,13/05/17
,13/05/17
2085000,13/05/17
710000,13/05/17
2340000,13/05/17
1145000,13/05/17
1255500,13/05/17
1095000,13/05/17
597500,13/05/17
822000,13/05/17
710000,13/05/17
512500,13/05/17
510000,13/05/17
990000,13/05/17
835000,13/05/17
,13/05/17
876000,13/05/17
673000,13/05/17
725000,13/05/17
1910000,13/05/17
1620000,13/05/17
1789000,13/05/17
,13/05/17
,13/05/17
1800000,13/05/17
1575000,13/05/17
1320000,13/05/17
,13/05/17
1890000,13/05/17
400500,13/05/17
,13/05/17
1000800,13/05/17
613000,13/05/17
528500,13/05/17
910000,13/05/17
824000,13/05/17
1340000,13/05/17
1132000,13/05/17
1689000,13/05/17
1851000,13/05/17
566000,13/05/17
745000,13/05/17
845000,13/05/17
910000,13/05/17
941000,13/05/17
738000,13/05/17
,13/05/17
,13/05/17
468000,13/05/17
2600000,13/05/17
4515000,13/05/17
3160000,13/05/17
,13/05/17
,13/05/17
,13/05/17
488000,13/05/17
771000,13/05/17
710000,13/05/17
655000,13/05/17
350000,13/05/17
771000,13/05/17
948000,13/05/17
590000,13/05/17
631000,13/05/17
755000,13/05/17
873000,13/05/17
2250000,13/05/17
,13/05/17
,13/05/17
,13/05/17
,13/05/17
,13/05/17
910000,13/05/17
1290000,13/05/17
,13/05/17
2020000,13/05/17
,13/05/17
591000,13/05/17
452000,13/05/17
313000,13/05/17
286000,13/05/17
335000,13/05/17
1005000,13/05/17
1105000,13/05/17
,13/05/17
380000,13/05/17
559000,13/05/17
707000,13/05/17
613000,13/05/17
669000,13/05/17
550000,13/05/17
577000,13/05/17
,13/05/17
1315000,13/05/17
1105000,13/05/17
1047000,13/05/17
,13/05/17
2660000,13/05/17
1350000,13/05/17
1302500,13/05/17
742500,13/05/17
1305000,13/05/17
1143000,13/05/17
1302000,13/05/17
1590000,13/05/17
2105000,13/05/17
1106000,13/05/17
1620000,13/05/17
880500,13/05/17
930000,13/05/17
582000,13/05/17
1200000,13/05/17
,13/05/17
574000,13/05/17
975000,13/05/17
900000,13/05/17
870000,13/05/17
944000,13/05/17
650000,13/05/17
2161000,13/05/17
1057000,13/05/17
1822000,13/05/17
950000,13/05/17
1161000,13/05/17
1351000,13/05/17
1205000,13/05/17
1210000,13/05/17
1410000,13/05/17
815000,13/05/17
960000,13/05/17
1486000,13/05/17
1010000,13/05/17
1120000,13/05/17
930000,13/05/17
1865000,13/05/17
3970000,13/05/17
770000,13/05/17
496000,13/05/17
585000,13/05/17
708000,13/05/17
800000,13/05/17
1995000,13/05/17
575000,13/05/17
1000000,13/05/17
805000,13/05/17
,13/05/17
1615000,13/05/17
645000,13/05/17
770000,13/05/17
1075000,13/05/17
1015000,13/05/17
880000,13/05/17
980000,13/05/17
678500,13/05/17
861500,13/05/17
1150000,13/05/17
490000,13/05/17
605000,13/05/17
810000,13/05/17
652000,13/05/17
,13/05/17
928000,13/05/17
886000,13/05/17
1090000,13/05/17
,13/05/17
840000,13/05/17
465000,13/05/17
,13/05/17
730000,13/05/17
950000,13/05/17
815000,13/05/17
1100000,13/05/17
1820000,13/05/17
420000,13/05/17
522000,13/05/17
683500,13/05/17
730000,13/05/17
430000,13/05/17
920000,13/05/17
615000,13/05/17
642000,13/05/17
,13/05/17
660000,13/05/17
680000,13/05/17
1005000,13/05/17
1077000,13/05/17
1301000,13/05/17
1440000,13/05/17
308000,13/05/17
718000,13/05/17
685000,13/05/17
475000,13/05/17
825000,13/05/17
1525000,13/05/17
,13/05/17
2360000,13/05/17
571000,13/05/17
482000,13/05/17
508000,13/05/17
625000,13/05/17
1475000,13/05/17
1210000,13/05/17
1583000,13/05/17
1385000,13/05/17
700000,13/05/17
838000,13/05/17
670000,13/05/17
647000,13/05/17
865000,13/05/17
462000,13/05/17
1635000,13/05/17
,13/05/17
,13/05/17
650000,13/05/17
,13/05/17
666000,13/05/17
655000,13/05/17
535000,13/05/17
1200000,13/05/17
755500,13/05/17
1566000,13/05/17
485000,13/05/17
580000,13/05/17
605000,13/05/17
1045000,13/05/17
415000,13/05/17
650000,13/05/17
540000,13/05/17
890000,13/05/17
1750000,13/05/17
462500,13/05/17
930500,13/05/17
1000000,13/05/17
2040000,13/05/17
465000,13/05/17
1575000,13/05/17
690000,13/05/17
622000,13/05/17
565500,13/05/17
482000,13/05/17
892000,13/05/17
985500,13/05/17
1070000,13/05/17
397000,13/05/17
,14/10/17
1075000,14/10/17
1300000,14/10/17
1200000,14/10/17
805000,14/10/17
1330000,14/10/17
790000,14/10/17
1565000,14/10/17
915000,14/10/17
615000,14/10/17
845000,14/10/17
1895000,14/10/17
495000,14/10/17
560000,14/10/17
1175000,14/10/17
1635000,14/10/17
,14/10/17
2005000,14/10/17
900000,14/10/17
,14/10/17
1550000,14/10/17
885000,14/10/17
665000,14/10/17
850000,14/10/17
799000,14/10/17
781000,14/10/17
1425000,14/10/17
1560000,14/10/17
2110000,14/10/17
755000,14/10/17
,14/10/17
1140000,14/10/17
1510000,14/10/17
1510000,14/10/17
1630000,14/10/17
1730000,14/10/17
2040000,14/10/17
1510000,14/10/17
2260000,14/10/17
720000,14/10/17
1162000,14/10/17
1320000,14/10/17
,14/10/17
870000,14/10/17
1190000,14/10/17
1160000,14/10/17
810000,14/10/17
1000000,14/10/17
,14/10/17
1255000,14/10/17
720000,14/10/17
780000,14/10/17
417000,14/10/17
1143000,14/10/17
1020000,14/10/17
1802000,14/10/17
1235000,14/10/17
1015000,14/10/17
680000,14/10/17
600000,14/10/17
740000,14/10/17
660000,14/10/17
819000,14/10/17
1666766,14/10/17
650000,14/10/17
1345500,14/10/17
1351000,14/10/17
1005000,14/10/17
955500,14/10/17
2430000,14/10/17
840000,14/10/17
1398000,14/10/17
585000,14/10/17
816000,14/10/17
1417000,14/10/17
1255000,14/10/17
1120000,14/10/17
,14/10/17
1450000,14/10/17
860000,14/10/17
670500,14/10/17
1215000,14/10/17
712000,14/10/17
1830000,14/10/17
1205000,14/10/17
1222000,14/10/17
,14/10/17
,14/10/17
990000,14/10/17
861500,14/10/17
950000,14/10/17
1012000,14/10/17
1025000,14/10/17
