Price,Year
360500,08/10/2016
850000,08/10/2016
665000,08/10/2016
625000,08/10/2016
721000,08/10/2016
1010000,08/10/2016
487500,08/10/2016
670000,08/10/2016
571500,08/10/2016
490000,08/10/2016
620000,08/10/2016
1530000,08/10/2016
1812500,08/10/2016
760000,08/10/2016
711000,08/10/2016
586000,08/10/2016
710000,08/10/2016
622000,08/10/2016
635000,08/10/2016
630000,08/10/2016
,08/10/2016
,08/10/2016
822000,08/10/2016
1415000,08/10/2016
1105000,08/10/2016
525000,08/10/2016
520000,08/10/2016
565000,08/10/2016
532000,08/10/2016
1135000,08/10/2016
,08/10/2016
,08/10/2016
422050,08/10/2016
1205000,08/10/2016
1115000,08/10/2016
1220000,08/10/2016
1067000,08/10/2016
831000,08/10/2016
1658000,08/10/2016
1160000,08/10/2016
1142000,08/10/2016
1071000,08/10/2016
582000,08/10/2016
438000,08/10/2016
,08/10/2016
360000,08/10/2016
1055000,08/10/2016
355000,08/10/2016
971000,08/10/2016
1085000,08/10/2016
1470000,08/10/2016
,08/10/2016
435000,08/10/2016
1815000,08/10/2016
1870000,08/10/2016
530000,10/09/2016
2120000,10/09/2016
1800000,10/09/2016
816000,10/09/2016
510000,10/09/2016
1070000,10/09/2016
425000,10/09/2016
713500,10/09/2016
455000,10/09/2016
2950000,10/09/2016
1880000,10/09/2016
1518000,10/09/2016
1365000,10/09/2016
,10/09/2016
,10/09/2016
2350000,10/09/2016
526000,10/09/2016
,10/09/2016
,10/09/2016
1388800,10/09/2016
576000,10/09/2016
1175000,10/09/2016
1485000,10/09/2016
1328000,10/09/2016
1340000,10/09/2016
1155000,10/09/2016
1275000,10/09/2016
,10/09/2016
1010000,10/09/2016
597000,10/09/2016
1205000,10/09/2016
899000,10/09/2016
1375000,10/09/2016
1415000,10/09/2016
,10/09/2016
635000,10/09/2016
837000,10/09/2016
925000,10/09/2016
1311000,10/09/2016
,10/09/2016
702000,10/09/2016
503000,10/09/2016
819000,10/09/2016
587500,10/09/2016
980000,10/09/2016
655500,10/09/2016
503000,10/09/2016
517500,10/09/2016
,10/09/2016
,10/09/2016
740000,10/09/2016
,10/09/2016
2400000,10/09/2016
590000,10/09/2016
1650000,10/09/2016
,10/09/2016
2840000,10/09/2016
1580000,10/09/2016
,10/09/2016
385500,10/09/2016
1100000,10/09/2016
1056000,10/09/2016
1045000,10/09/2016
1900000,10/09/2016
1080000,10/09/2016
1260000,10/09/2016
800000,10/09/2016
581000,10/09/2016
843000,10/09/2016
680000,10/09/2016
1410000,10/09/2016
1203000,10/09/2016
834000,10/09/2016
3165000,10/09/2016
522000,10/09/2016
3360000,10/09/2016
900400,10/09/2016
928000,10/09/2016
,10/09/2016
,10/09/2016
1185000,10/09/2016
1170000,10/09/2016
1705000,10/09/2016
1830000,10/09/2016
770000,10/09/2016
1314000,10/09/2016
,10/09/2016
625000,10/09/2016
1025000,10/09/2016
875000,10/09/2016
1115000,10/09/2016
910000,10/09/2016
957000,10/09/2016
966000,10/09/2016
983000,10/09/2016
965000,10/09/2016
3010000,10/09/2016
1435000,10/09/2016
1210000,10/09/2016
,10/09/2016
434000,10/09/2016
625000,10/09/2016
1050000,10/09/2016
910000,10/09/2016
433000,10/09/2016
850000,10/09/2016
500000,10/09/2016
1015000,10/09/2016
2168000,10/09/2016
1146000,10/09/2016
1267500,10/09/2016
1255000,10/09/2016
,10/09/2016
918800,10/09/2016
938000,10/09/2016
521000,10/09/2016
1901000,10/09/2016
1687000,10/09/2016
600000,10/09/2016
1155000,10/09/2016
,10/09/2016
1280000,10/09/2016
870000,10/09/2016
,10/09/2016
675000,10/09/2016
544000,10/09/2016
521000,10/09/2016
645000,10/09/2016
1160000,10/09/2016
955000,10/09/2016
,10/09/2016
,10/09/2016
,10/09/2016
260000,10/09/2016
,10/09/2016
,10/09/2016
,10/09/2016
1371000,10/09/2016
1054000,10/09/2016
918000,10/09/2016
762500,10/09/2016
228500,10/09/2016
1330000,10/09/2016
695000,10/09/2016
659000,10/09/2016
402000,10/09/2016
1660000,10/09/2016
1162000,10/09/2016
2100000,10/09/2016
,10/09/2016
845000,10/09/2016
,10/09/2016
,10/09/2016
1502000,10/09/2016
1610000,10/09/2016
1410000,10/09/2016
1125000,10/09/2016
1130000,10/09/2016
936000,10/09/2016
715000,10/09/2016
1500000,10/09/2016
691000,10/09/2016
500000,10/09/2016
485000,10/09/2016
402000,10/09/2016
545000,10/09/2016
505000,10/09/2016
700000,10/09/2016
600500,10/09/2016
2420000,10/09/2016
2880000,10/09/2016
1805000,10/09/2016
,10/09/2016
,10/09/2016
2610000,10/09/2016
1741000,10/09/2016
2325000,10/09/2016
3100000,10/09/2016
,10/09/2016
887000,10/09/2016
,10/09/2016
865000,10/09/2016
,10/09/2016
1705000,10/09/2016
758500,10/09/2016
1086000,10/09/2016
340000,10/09/2016
623000,10/09/2016
2120000,10/09/2016
1020000,10/09/2016
1796000,10/09/2016
790000,10/09/2016
1465000,10/09/2016
570000,10/09/2016
655000,10/09/2016
583000,10/09/2016
920000,10/09/2016
380000,10/09/2016
1165000,10/09/2016
1875000,10/09/2016
2850000,10/09/2016
2550000,10/09/2016
,10/09/2016
,10/09/2016
1250000,10/09/2016
1072000,10/09/2016
640000,10/09/2016
,10/09/2016
369000,10/09/2016
,10/09/2016
487000,10/09/2016
760000,10/09/2016
916000,10/09/2016
830000,10/09/2016
600000,10/09/2016
1048000,10/09/2016
,10/09/2016
,10/09/2016
922000,10/09/2016
410000,10/09/2016
1320000,10/09/2016
386000,10/09/2016
659000,10/09/2016
740000,10/09/2016
565000,10/09/2016
550000,10/09/2016
492500,10/09/2016
862000,10/09/2016
1575000,10/09/2016
995000,10/09/2016
810000,10/09/2016
768000,10/09/2016
1530000,10/09/2016
832000,10/09/2016
2400000,10/09/2016
565000,10/09/2016
1211000,10/09/2016
987000,10/09/2016
937000,10/09/2016
1426000,10/09/2016
797000,10/09/2016
736000,10/09/2016
728000,10/09/2016
946000,10/09/2016
854000,10/09/2016
950000,10/09/2016
435000,10/09/2016
1220000,10/09/2016
617500,10/09/2016
520000,10/09/2016
1330000,10/09/2016
,10/09/2016
1255000,10/09/2016
601000,10/09/2016
1020000,10/09/2016
435000,10/09/2016
990000,10/09/2016
605000,10/09/2016
600000,10/09/2016
1015000,10/09/2016
358500,10/09/2016
690000,10/09/2016
881500,10/09/2016
1380000,10/09/2016
1770000,10/09/2016
435000,10/09/2016
1836000,10/09/2016
1250000,10/09/2016
540000,10/09/2016
1215000,10/09/2016
1290800,10/09/2016
775000,10/09/2016
740000,10/09/2016
655000,10/09/2016
1016500,10/09/2016
1350000,10/09/2016
1082000,10/09/2016
1560000,10/09/2016
,10/09/2016
1070000,10/09/2016
,10/09/2016
1358000,10/09/2016
962000,10/09/2016
1260000,10/09/2016
810000,10/09/2016
600000,10/09/2016
416000,10/09/2016
890000,10/09/2016
865000,10/09/2016
775000,10/09/2016
436000,10/09/2016
695000,10/09/2016
432000,10/09/2016
846000,10/09/2016
695000,10/09/2016
,10/09/2016
512000,10/09/2016
855000,10/09/2016
1040000,10/09/2016
342000,10/09/2016
681000,10/09/2016
1405000,10/09/2016
,10/09/2016
725000,10/09/2016
1295000,10/09/2016
1155000,10/09/2016
915000,10/09/2016
531000,10/09/2016
1310000,10/09/2016
1020000,10/09/2016
3750000,10/09/2016
685000,10/09/2016
862000,10/09/2016
560000,10/09/2016
550000,10/09/2016
1080000,10/09/2016
1023000,10/09/2016
695000,10/09/2016
620000,10/09/2016
925000,10/09/2016
560000,10/09/2016
2027500,10/09/2016
2720000,10/09/2016
1330000,10/09/2016
1030000,10/09/2016
1200000,10/09/2016
1260000,10/09/2016
702000,10/09/2016
580000,10/09/2016
470000,10/09/2016
1864000,10/09/2016
,10/09/2016
612000,10/09/2016
406000,10/09/2016
521000,10/09/2016
420000,10/09/2016
1660000,10/09/2016
1170000,10/09/2016
1421000,10/09/2016
,10/09/2016
1010000,10/09/2016
1635000,10/09/2016
2400000,10/09/2016
345000,10/09/2016
775000,10/09/2016
536100,10/09/2016
740000,10/09/2016
335000,10/09/2016
606000,10/09/2016
740000,10/09/2016
620000,10/09/2016
415000,10/09/2016
723000,10/09/2016
2230000,10/09/2016
285000,10/09/2016
1370000,10/09/2016
273000,10/09/2016
1785000,10/09/2016
845000,10/12/2016
3900000,10/12/2016
805000,10/12/2016
2615000,10/12/2016
2100000,10/12/2016
1300000,10/12/2016
720000,10/12/2016
605000,10/12/2016
1780000,10/12/2016
592500,10/12/2016
960000,10/12/2016
965000,10/12/2016
,10/12/2016
1710000,10/12/2016
,10/12/2016
1655000,10/12/2016
675000,10/12/2016
950000,10/12/2016
1200000,10/12/2016
905000,10/12/2016
760000,10/12/2016
3180000,10/12/2016
1367000,10/12/2016
788000,10/12/2016
2550000,10/12/2016
2910000,10/12/2016
1400000,10/12/2016
860000,10/12/2016
792500,10/12/2016
720000,10/12/2016
,10/12/2016
1815000,10/12/2016
2255000,10/12/2016
1185000,10/12/2016
1060000,10/12/2016
716000,10/12/2016
1550000,10/12/2016
1279000,10/12/2016
840000,10/12/2016
1110000,10/12/2016
1106000,10/12/2016
940000,10/12/2016
1730000,10/12/2016
1630000,10/12/2016
620000,10/12/2016
870000,10/12/2016
1259000,10/12/2016
1525000,10/12/2016
592000,10/12/2016
1760000,10/12/2016
570500,10/12/2016
575000,10/12/2016
882000,10/12/2016
3180000,10/12/2016
960000,10/12/2016
752000,10/12/2016
833000,10/12/2016
3320000,10/12/2016
1775000,10/12/2016
1602000,10/12/2016
1405000,10/12/2016
1290000,10/12/2016
3207000,10/12/2016
,10/12/2016
551000,10/12/2016
520000,10/12/2016
620000,10/12/2016
605000,10/12/2016
880000,10/12/2016
1222500,10/12/2016
1280000,10/12/2016
656000,10/12/2016
1195000,10/12/2016
793000,10/12/2016
905000,10/12/2016
1400000,10/12/2016
1240000,10/12/2016
705000,10/12/2016
605000,10/12/2016
665000,10/12/2016
642000,10/12/2016
620000,10/12/2016
709000,10/12/2016
602000,10/12/2016
1342000,10/12/2016
1381000,10/12/2016
1360000,10/12/2016
2090000,10/12/2016
3775000,10/12/2016
2930000,10/12/2016
,10/12/2016
795000,10/12/2016
1301000,10/12/2016
,10/12/2016
,10/12/2016
930000,10/12/2016
618000,10/12/2016
805000,10/12/2016
515000,10/12/2016
445000,10/12/2016
1015000,10/12/2016
930000,10/12/2016
,10/12/2016
902500,10/12/2016
691000,10/12/2016
1060000,10/12/2016
971000,10/12/2016
745000,10/12/2016
1651000,10/12/2016
696000,10/12/2016
460000,10/12/2016
771000,10/12/2016
741000,10/12/2016
1023500,10/12/2016
1610000,10/12/2016
1250000,10/12/2016
1650000,10/12/2016
1492000,10/12/2016
632000,10/12/2016
750500,10/12/2016
755000,10/12/2016
1290000,10/12/2016
640000,10/12/2016
820000,10/12/2016
1250000,10/12/2016
1335000,10/12/2016
430000,10/12/2016
655000,10/12/2016
645000,10/12/2016
575000,10/12/2016
411500,10/12/2016
572500,10/12/2016
520000,10/12/2016
610000,10/12/2016
480000,10/12/2016
806000,10/12/2016
819000,10/12/2016
621000,10/12/2016
600000,10/12/2016
680000,10/12/2016
1100000,10/12/2016
875500,10/12/2016
700000,10/12/2016
508000,10/12/2016
495000,10/12/2016
510000,10/12/2016
,10/12/2016
530000,10/12/2016
538000,10/12/2016
945000,10/12/2016
1430000,10/12/2016
772000,10/12/2016
2000000,10/12/2016
1186000,10/12/2016
620000,10/12/2016
538000,10/12/2016
1100000,10/12/2016
,10/12/2016
,10/12/2016
870000,10/12/2016
1456000,10/12/2016
720000,10/12/2016
1125000,10/12/2016
1676000,10/12/2016
955000,10/12/2016
720000,10/12/2016
1050000,10/12/2016
591000,10/12/2016
537000,10/12/2016
1130000,10/12/2016
851000,10/12/2016
1365000,10/12/2016
730000,10/12/2016
845000,10/12/2016
745000,10/12/2016
510000,10/12/2016
402500,10/12/2016
395000,10/12/2016
445000,10/12/2016
,10/12/2016
2620000,10/12/2016
1226000,10/12/2016
1345000,10/12/2016
610000,10/12/2016
445000,10/12/2016
625000,10/12/2016
681000,10/12/2016
660000,10/12/2016
783000,10/12/2016
705000,10/12/2016
720000,10/12/2016
712500,10/12/2016
1055000,10/12/2016
720000,10/12/2016
1286000,10/12/2016
1655000,10/12/2016
1181000,10/12/2016
,10/12/2016
281000,10/12/2016
1300000,10/12/2016
714000,10/12/2016
661000,10/12/2016
521500,10/12/2016
435000,10/12/2016
352500,10/12/2016
606000,10/12/2016
780000,10/12/2016
,10/12/2016
,10/12/2016
2010000,10/12/2016
,10/12/2016
1870000,10/12/2016
2975000,10/12/2016
,10/12/2016
,10/12/2016
452000,10/12/2016
1625000,10/12/2016
1298000,10/12/2016
,10/12/2016
1400000,10/12/2016
1170000,10/12/2016
1020000,10/12/2016
1406000,10/12/2016
1245000,10/12/2016
1600000,10/12/2016
1390000,10/12/2016
1081000,10/12/2016
1535000,10/12/2016
572000,10/12/2016
702000,10/12/2016
730000,10/12/2016
449000,10/12/2016
680000,10/12/2016
711500,10/12/2016
601000,10/12/2016
610000,10/12/2016
860000,10/12/2016
1070000,10/12/2016
630000,10/12/2016
730000,10/12/2016
800000,10/12/2016
1725000,10/12/2016
,10/12/2016
1700000,10/12/2016
1403000,10/12/2016
1682000,10/12/2016
,10/12/2016
1385000,10/12/2016
545000,10/12/2016
655000,10/12/2016
2920000,10/12/2016
488000,10/12/2016
1510000,10/12/2016
,10/12/2016
,10/12/2016
,10/12/2016
1585000,10/12/2016
757500,10/12/2016
960000,10/12/2016
994000,10/12/2016
725000,10/12/2016
743000,10/12/2016
785000,10/12/2016
525000,10/12/2016
710000,10/12/2016
1410000,10/12/2016
,10/12/2016
1360000,10/12/2016
,10/12/2016
700000,10/12/2016
605000,10/12/2016
600000,10/12/2016
435000,10/12/2016
571500,10/12/2016
453000,10/12/2016
495000,10/12/2016
520000,10/12/2016
453000,10/12/2016
1745000,10/12/2016
795000,10/12/2016
855000,10/12/2016
705000,10/12/2016
504000,10/12/2016
413000,10/12/2016
1010000,10/12/2016
1260000,10/12/2016
482000,10/12/2016
,10/12/2016
465500,10/12/2016
515000,10/12/2016
691000,10/12/2016
620000,10/12/2016
880000,10/12/2016
580000,10/12/2016
886000,10/12/2016
970000,10/12/2016
625000,10/12/2016
825000,10/12/2016
638000,10/12/2016
766000,10/12/2016
1455000,10/12/2016
551000,10/12/2016
442000,10/12/2016
765000,10/12/2016
3620000,10/12/2016
1410000,10/12/2016
515000,10/12/2016
2310000,10/12/2016
890000,10/12/2016
1920000,10/12/2016
,10/12/2016
700000,10/12/2016
630000,10/12/2016
656000,10/12/2016
640000,10/12/2016
515000,10/12/2016
840000,10/12/2016
1020000,10/12/2016
,10/12/2016
,10/12/2016
,10/12/2016
4802500,10/12/2016
,10/12/2016
990000,10/12/2016
637000,10/12/2016
1260000,10/12/2016
,10/12/2016
295000,10/12/2016
265000,10/12/2016
370500,10/12/2016
1150000,10/12/2016
1055000,10/12/2016
1260000,10/12/2016
490000,10/12/2016
2227000,10/12/2016
376000,10/12/2016
682500,10/12/2016
552000,10/12/2016
636000,10/12/2016
530000,10/12/2016
935000,10/12/2016
1130000,10/12/2016
1010000,10/12/2016
1150000,10/12/2016
1901000,10/12/2016
665000,10/12/2016
780500,10/12/2016
764000,10/12/2016
656500,10/12/2016
,10/12/2016
830000,10/12/2016
742500,10/12/2016
2405000,10/12/2016
1630000,10/12/2016
1160000,10/12/2016
1065000,10/12/2016
1361500,10/12/2016
945000,10/12/2016
600000,10/12/2016
1560000,10/12/2016
1403000,10/12/2016
1500000,10/12/2016
920000,10/12/2016
1380000,10/12/2016
905000,10/12/2016
801000,10/12/2016
630000,10/12/2016
1235000,10/12/2016
846000,10/12/2016
821000,10/12/2016
649000,10/12/2016
872000,10/12/2016
793500,10/12/2016
495000,10/12/2016
620000,10/12/2016
1305000,10/12/2016
485000,10/12/2016
950000,10/12/2016
672000,10/12/2016
490000,10/12/2016
800000,10/12/2016
670000,10/12/2016
820000,10/12/2016
720000,10/12/2016
888000,10/12/2016
,10/12/2016
1325000,10/12/2016
1153000,10/12/2016
2270000,10/12/2016
1300000,10/12/2016
900000,10/12/2016
1340000,10/12/2016
710000,10/12/2016
1201000,10/12/2016
800000,10/12/2016
1346000,10/12/2016
980000,10/12/2016
950000,10/12/2016
1390000,10/12/2016
1520000,10/12/2016
,10/12/2016
3500000,10/12/2016
720000,10/12/2016
3210000,10/12/2016
990000,10/12/2016
915000,10/12/2016
,10/12/2016
900000,10/12/2016
1060000,10/12/2016
1610000,10/12/2016
910000,10/12/2016
1485000,10/12/2016
1101000,10/12/2016
,10/12/2016
880000,10/12/2016
1106000,10/12/2016
1650000,10/12/2016
1590000,10/12/2016
1055000,10/12/2016
523000,10/12/2016
457500,10/12/2016
925000,10/12/2016
305000,10/12/2016
656000,10/12/2016
916000,10/12/2016
914000,10/12/2016
1650000,10/12/2016
650000,10/12/2016
905000,10/12/2016
836000,10/12/2016
770000,10/12/2016
612000,10/12/2016
401000,10/12/2016
491000,10/12/2016
420000,10/12/2016
780000,10/12/2016
520000,10/12/2016
1066000,10/12/2016
1250000,10/12/2016
,10/12/2016
990000,10/12/2016
1189000,10/12/2016
,10/12/2016
1220000,10/12/2016
1220000,10/12/2016
1100000,10/12/2016
2857000,10/12/2016
1346000,10/12/2016
1248000,10/12/2016
780000,10/12/2016
1001000,10/12/2016
747500,10/12/2016
685000,10/12/2016
979000,10/12/2016
1100000,10/12/2016
480000,10/12/2016
2485000,10/12/2016
2450000,10/12/2016
1410000,10/12/2016
835000,10/12/2016
461000,10/12/2016
430000,10/12/2016
760000,10/12/2016
1201000,10/12/2016
326500,10/12/2016
2250000,10/12/2016
2180000,10/12/2016
355500,10/12/2016
330050,10/12/2016
630000,10/12/2016
625000,10/12/2016
610000,10/12/2016
2430000,10/12/2016
490000,10/12/2016
380000,10/12/2016
,10/12/2016
601000,10/12/2016
582000,10/12/2016
,10/12/2016
664000,10/12/2016
370500,10/12/2016
5046000,10/12/2016
1900000,10/12/2016
2340000,10/12/2016
625000,10/12/2016
1321000,10/12/2016
920000,10/12/2016
885000,10/12/2016
490000,10/12/2016
685000,10/12/2016
690000,10/12/2016
605000,10/12/2016
808000,10/12/2016
545000,10/12/2016
515000,10/12/2016
611000,10/12/2016
1960000,10/12/2016
1455000,10/12/2016
2630000,10/12/2016
613000,10/12/2016
515000,10/12/2016
515000,10/12/2016
580000,10/12/2016
815000,10/12/2016
564000,10/12/2016
733000,10/12/2016
1556000,10/12/2016
1051000,10/12/2016
1065000,10/12/2016
,10/12/2016
513000,10/12/2016
636000,10/12/2016
522250,10/12/2016
540000,10/12/2016
365000,10/12/2016
1330000,10/12/2016
503000,10/12/2016
811000,10/12/2016
722000,10/12/2016
418000,10/12/2016
1000000,10/12/2016
,10/12/2016
1125000,10/12/2016
705000,10/12/2016
372000,10/12/2016
,10/12/2016
967000,10/12/2016
840000,10/12/2016
555000,10/12/2016
586000,10/12/2016
1295000,10/12/2016
1460000,10/12/2016
,10/12/2016
940000,10/12/2016
372000,10/12/2016
,10/12/2016
412500,10/12/2016
695000,10/12/2016
810000,10/12/2016
1930000,10/12/2016
1370000,12/06/2016
2840000,12/06/2016
1340000,12/06/2016
1232800,12/06/2016
1500000,12/06/2016
1855000,12/06/2016
1250000,12/06/2016
435000,12/06/2016
537500,12/06/2016
1060000,12/06/2016
1765000,12/06/2016
2000000,12/06/2016
1302000,12/06/2016
510000,12/06/2016
381000,12/06/2016
590000,12/06/2016
530000,12/06/2016
,12/06/2016
,12/06/2016
861000,12/06/2016
717000,12/06/2016
1990000,12/06/2016
855000,12/06/2016
1775000,12/06/2016
,12/06/2016
990000,12/06/2016
760000,12/06/2016
630000,12/06/2016
525000,12/06/2016
438000,12/06/2016
645000,12/06/2016
680200,12/06/2016
750000,12/06/2016
2600000,12/06/2016
2065000,12/06/2016
584000,12/06/2016
492000,12/06/2016
425500,12/06/2016
886500,12/06/2016
,12/06/2016
495000,12/06/2016
660000,12/06/2016
595000,12/06/2016
396000,12/06/2016
485000,12/06/2016
1555000,12/06/2016
660000,12/06/2016
2065000,12/06/2016
715000,12/06/2016
1112000,12/06/2016
1155000,12/06/2016
690000,12/06/2016
,12/06/2016
812000,12/06/2016
575000,12/06/2016
1280000,12/06/2016
620000,12/06/2016
339600,12/06/2016
500000,12/06/2016
672000,12/06/2016
985000,12/06/2016
890000,12/06/2016
1500000,12/06/2016
927000,12/06/2016
725000,12/06/2016
,12/06/2016
571000,12/06/2016
1440000,12/06/2016
435000,12/06/2016
452000,12/06/2016
970000,12/06/2016
307000,12/06/2016
750000,12/11/2016
1985000,12/11/2016
500000,12/11/2016
1000000,12/11/2016
,12/11/2016
525500,12/11/2016
805000,12/11/2016
465000,12/11/2016
711000,12/11/2016
,12/11/2016
1210000,12/11/2016
2801000,12/11/2016
801000,12/11/2016
,12/11/2016
1435000,12/11/2016
390000,12/11/2016
1445000,12/11/2016
1500000,12/11/2016
793000,12/11/2016
,12/11/2016
662500,12/11/2016
3270000,12/11/2016
1280000,12/11/2016
1150000,12/11/2016
1300000,12/11/2016
2190000,12/11/2016
,12/11/2016
1058000,12/11/2016
1610000,12/11/2016
885000,12/11/2016
855000,12/11/2016
615000,12/11/2016
1450000,12/11/2016
1250000,12/11/2016
845000,12/11/2016
,12/11/2016
1208000,12/11/2016
921000,12/11/2016
1165000,12/11/2016
1270000,12/11/2016
1235000,12/11/2016
742500,12/11/2016
1555000,12/11/2016
1255000,12/11/2016
1470000,12/11/2016
1069000,12/11/2016
970000,12/11/2016
720000,12/11/2016
650000,12/11/2016
948000,12/11/2016
2770000,12/11/2016
1412000,12/11/2016
600000,12/11/2016
1100000,12/11/2016
1650000,12/11/2016
1102000,12/11/2016
575000,12/11/2016
,12/11/2016
1570000,12/11/2016
1411000,12/11/2016
1500000,12/11/2016
2570000,12/11/2016
,12/11/2016
1450000,12/11/2016
2550000,12/11/2016
792000,12/11/2016
1060000,12/11/2016
840000,12/11/2016
890000,12/11/2016
,12/11/2016
989000,12/11/2016
920000,12/11/2016
450000,12/11/2016
1172000,12/11/2016
1330000,12/11/2016
1075000,12/11/2016
890000,12/11/2016
660000,12/11/2016
720000,12/11/2016
605000,12/11/2016
1255000,12/11/2016
,12/11/2016
1300000,12/11/2016
992000,12/11/2016
1100000,12/11/2016
582000,12/11/2016
753000,12/11/2016
1430000,12/11/2016
,12/11/2016
,12/11/2016
,12/11/2016
722000,12/11/2016
705000,12/11/2016
2400000,12/11/2016
620000,12/11/2016
607000,12/11/2016
420000,12/11/2016
440000,12/11/2016
570000,12/11/2016
1225000,12/11/2016
,12/11/2016
1084000,12/11/2016
1011000,12/11/2016
1316000,12/11/2016
888000,12/11/2016
1380000,12/11/2016
1305000,12/11/2016
715000,12/11/2016
1226000,12/11/2016
1090000,12/11/2016
1145000,12/11/2016
935000,12/11/2016
1009000,12/11/2016
780000,12/11/2016
855000,12/11/2016
545000,12/11/2016
640000,12/11/2016
450000,12/11/2016
320000,12/11/2016
561000,12/11/2016
510000,12/11/2016
310000,12/11/2016
535000,12/11/2016
486000,12/11/2016
530000,12/11/2016
482000,12/11/2016
615000,12/11/2016
1468000,12/11/2016
1200000,12/11/2016
1011500,12/11/2016
1397000,12/11/2016
794000,12/11/2016
1905000,12/11/2016
1602000,12/11/2016
1505000,12/11/2016
785500,12/11/2016
1277000,12/11/2016
1816000,12/11/2016
1225000,12/11/2016
840000,12/11/2016
,12/11/2016
752000,12/11/2016
2780000,12/11/2016
1875000,12/11/2016
1180000,12/11/2016
780000,12/11/2016
1600000,12/11/2016
488000,12/11/2016
878500,12/11/2016
3572000,12/11/2016
530000,12/11/2016
585000,12/11/2016
435000,12/11/2016
472000,12/11/2016
411000,12/11/2016
1275000,12/11/2016
1590000,12/11/2016
606000,12/11/2016
1385000,12/11/2016
787500,12/11/2016
553500,12/11/2016
1520000,12/11/2016
650000,12/11/2016
860000,12/11/2016
,12/11/2016
560000,12/11/2016
575000,12/11/2016
1099000,12/11/2016
1006000,12/11/2016
436000,12/11/2016
695000,12/11/2016
721000,12/11/2016
472500,12/11/2016
530000,12/11/2016
760000,12/11/2016
1820000,12/11/2016
,12/11/2016
,12/11/2016
2376000,12/11/2016
1080000,12/11/2016
,12/11/2016
1103000,12/11/2016
1560000,12/11/2016
1801000,12/11/2016
1175000,12/11/2016
460000,12/11/2016
835000,12/11/2016
793000,12/11/2016
340000,12/11/2016
596000,12/11/2016
802500,12/11/2016
591000,12/11/2016
707000,12/11/2016
740000,12/11/2016
721000,12/11/2016
646000,12/11/2016
545000,12/11/2016
770000,12/11/2016
,12/11/2016
1450000,12/11/2016
952000,12/11/2016
645000,12/11/2016
1400000,12/11/2016
1712000,12/11/2016
2800000,12/11/2016
,12/11/2016
618000,12/11/2016
860000,12/11/2016
770000,12/11/2016
1110000,12/11/2016
909000,12/11/2016
1086000,12/11/2016
,12/11/2016
680000,12/11/2016
515500,12/11/2016
800000,12/11/2016
675000,12/11/2016
1378000,12/11/2016
890000,12/11/2016
663000,12/11/2016
416000,12/11/2016
422000,12/11/2016
1700000,12/11/2016
375500,12/11/2016
1350000,12/11/2016
1605000,12/11/2016
587000,12/11/2016
2550000,12/11/2016
2200000,12/11/2016
976000,12/11/2016
520000,12/11/2016
1420000,12/11/2016
,12/11/2016
900000,12/11/2016
501000,12/11/2016
1005000,12/11/2016
800000,12/11/2016
1950000,12/11/2016
4850000,12/11/2016
,12/11/2016
1292000,12/11/2016
1610000,12/11/2016
610000,12/11/2016
610000,12/11/2016
730000,12/11/2016
1815000,12/11/2016
,12/11/2016
925000,12/11/2016
1010000,12/11/2016
893000,12/11/2016
1611000,12/11/2016
,12/11/2016
,12/11/2016
2123000,12/11/2016
2800000,12/11/2016
,12/11/2016
840000,12/11/2016
1151000,12/11/2016
847000,12/11/2016
1115000,12/11/2016
,12/11/2016
570000,12/11/2016
660000,12/11/2016
426000,12/11/2016
525000,12/11/2016
426000,12/11/2016
415000,12/11/2016
670000,12/11/2016
515000,12/11/2016
416500,12/11/2016
511888,12/11/2016
618000,12/11/2016
1160500,12/11/2016
757500,12/11/2016
2714000,12/11/2016
710000,12/11/2016
1637000,12/11/2016
,12/11/2016
1505000,12/11/2016
910000,12/11/2016
521000,12/11/2016
782000,12/11/2016
1210000,12/11/2016
766100,12/11/2016
835000,12/11/2016
681000,12/11/2016
897000,12/11/2016
435000,12/11/2016
1370000,12/11/2016
1355000,12/11/2016
810000,12/11/2016
776000,12/11/2016
970000,12/11/2016
657000,12/11/2016
710000,12/11/2016
761000,12/11/2016
910000,12/11/2016
830000,12/11/2016
1102000,12/11/2016
1190000,12/11/2016
865000,12/11/2016
750000,12/11/2016
1225000,12/11/2016
1035000,12/11/2016
969000,12/11/2016
,12/11/2016
665000,12/11/2016
937500,12/11/2016
1080000,12/11/2016
1000000,12/11/2016
800000,12/11/2016
1580000,12/11/2016
822500,12/11/2016
810000,12/11/2016
1322000,12/11/2016
1565000,12/11/2016
1640000,12/11/2016
1590000,12/11/2016
590000,12/11/2016
790000,12/11/2016
478000,12/11/2016
531500,12/11/2016
1190000,12/11/2016
1080000,12/11/2016
1115000,12/11/2016
1753000,12/11/2016
1800000,12/11/2016
,12/11/2016
700000,12/11/2016
625000,12/11/2016
571000,12/11/2016
495000,12/11/2016
644000,12/11/2016
895500,12/11/2016
500000,12/11/2016
940000,12/11/2016
860000,12/11/2016
495000,12/11/2016
755000,12/11/2016
568000,12/11/2016
1340000,12/11/2016
1421000,12/11/2016
1074000,12/11/2016
1205000,12/11/2016
1430000,12/11/2016
1220000,12/11/2016
1465000,12/11/2016
830000,12/11/2016
660000,12/11/2016
1100000,12/11/2016
324000,12/11/2016
